Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Date,Letterboxd URI,totalSeasons
Throw the Cross Away,2006,N/A,N/A,97 min,Romance,Jeom-gyoon Oh,N/A,"Hwang In-kyung, Kwon Jeong-Min, Jun-ho No","Mi-yo and Li jay-sung's marriage loses all the passion. Mi-Yu falls in love with Tung-fay at first sight, and she has unlimited sexual fantasies and illusions of him. Tung-fay works in a vehicle agency. Pretending as a customer, M...",Korean,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzJmMjM0ODItNTA0My00YzlmLWE0ZWItZjVmMjYzZTlkNDVjXkEyXkFqcGc@._V1_SX300.jpg,,N/A,N/A,N/A,tt32880193,movie,N/A,N/A,N/A,N/A,True,,,
Weapons,2025,R,08 Aug 2025,128 min,"Horror, Mystery",Zach Cregger,Zach Cregger,"Julia Garner, Josh Brolin, Alden Ehrenreich","When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BNTBhNWJjZWItYzY3NS00M2NkLThmOWYtYTlmNzBmN2UxZWFjXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",81,7.5,"214,269",tt26581740,movie,N/A,"$151,523,003",N/A,N/A,True,,,
Street Fighter,1994,PG-13,23 Dec 1994,102 min,"Action, Adventure, Comedy",Steven E. de Souza,Steven E. de Souza,"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen","Col. William Guile leads an army of soldiers into the country of Shadaloo to find traces to lead him to General M. Bison, who has captured many people including three missing soldiers. Among them is Carlos ""Charlie"" Blanka, in which Bison decides to turn into a hideous mutant. On the other hand, Chun Li is a reporter who seeks revenge against Bison for the death of her father years ago. Then two small time hustlers Ryu and Ken, are arrested along with Sagat, a powerful arms dealer and Vega for dealing of illegal weapons. Guile recruits them in order to find Bison's base. Now Guile, T. Hawk, Cammy, Ryu, Ken, Chun Li, Balrog and E. Honda have three days before Bison murders the hostages and takes over the world.","English, Japanese, Esperanto","Japan, United States, Australia, Hong Kong",4 nominations total,https://m.media-amazon.com/images/M/MV5BMTliMDFmNDQtZjRlYS00MDE3LWJmOTktNjA0ZDUwZjcyNTdiXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",34,4.1,"77,991",tt0111301,movie,N/A,"$33,423,521",N/A,N/A,True,,,
Smile,2022,R,30 Sep 2022,115 min,"Horror, Mystery, Thriller",Parker Finn,Parker Finn,"Sosie Bacon, Jessie T. Usher, Kyle Gallner","After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.","English, Spanish",United States,3 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BNjFhMzBlNzktMjE2Ni00YTMyLWI2YWUtYmM1N2QxMDQwZmZhXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",68,6.5,"227,711",tt15474916,movie,N/A,"$105,935,048",N/A,N/A,True,,,
Ne Zha,2019,Not Rated,26 Jul 2019,110 min,"Animation, Action, Adventure",Yu Yang,"Yu Yang, Yunyun Wei, Xixing Lu","Yanting Lü, Joseph, Mo Han","The Primus extracts a Mixed Yuan Bead into a spirit bead and a demon bead. The spirit bead can be reincarnated in human to help King Zhou establish a new dynasty, the demon bead will create a devil and harm human. Ne Zha is the one who should be spirit bead hero but he becomes a devil incarnate, because the spirit bead and the demon bead is switched.","Mandarin, Chinese, English",China,21 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BYmRlODVlZDAtNzcxOC00N2U2LWE4MmQtZTYzZjg3Yjg1MzUxXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",56,7.3,"19,910",tt10627720,movie,N/A,"$3,695,533",N/A,N/A,True,,,
Ne Zha 2,2025,PG-13,29 Jan 2025,144 min,"Animation, Action, Adventure",Yu Yang,"Xixing Lu, Zhonglin Xu, Yu Yang","Yanting Lü, Joseph, Mo Han","After a great catastrophe, the souls of Nezha and Aobing are saved, but their bodies face ruin. To give them new life, Taiyi Zhenren turns to the mystical seven-colored lotus in a daring bid to rebuild them and change their fate.","Mandarin, Chinese, English, Hindi, Spanish",China,11 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BYjIyMDc3ZmQtZTQyYy00NDhhLTlmMWEtYzM3MDYwNjRmY2NkXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",68,8.0,"20,188",tt34956443,movie,N/A,"$23,308,176",N/A,N/A,True,,,
Flow,2024,PG,14 Feb 2025,85 min,"Animation, Adventure, Family",Gints Zilbalodis,"Gints Zilbalodis, Matiss Kaza, Ron Dyens","Gints Zilbalodis, Thomas Oldman, Alexander David Bobson","Cat is a solitary animal, but as its home is devastated by a great flood, he finds refuge on a boat populated by various species, and will have to team up with them despite their differences.",None,"Latvia, Belgium, France",Won 1 Oscar. 55 wins & 76 nominations total,https://m.media-amazon.com/images/M/MV5BOTM5ODBlOTAtYjcwZi00YzkzLWIzODEtMTM2MTZlNDFmMWU2XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",87,7.9,"99,741",tt4772188,movie,N/A,"$4,844,117",N/A,N/A,True,,,
Uncharted,2022,PG-13,18 Feb 2022,116 min,"Action, Adventure",Ruben Fleischer,"Rafe Judkins, Art Marcum, Matt Holloway","Tom Holland, Mark Wahlberg, Antonio Banderas","Street-smart Nathan Drake (Tom Holland) is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan (Mark Wahlberg) to recover a fortune amassed by Ferdinand Magellan and lost 500 years ago by the House of Moncada. What starts as a heist job for the duo becomes a globe-trotting, white-knuckle race to reach the prize before the ruthless Santiago Moncada (Antonio Banderas), who believes he and his family are the rightful heirs. If Nate and Sully can decipher the clues and solve one of the world's oldest mysteries, they stand to find $5 billion in treasure and perhaps even Nate's long-lost brother...but only if they can learn to work together.","English, Spanish, Latin","Spain, United States",3 nominations total,https://m.media-amazon.com/images/M/MV5BYjQxYWNiNzgtOTc2Yi00OGEwLTk5MjAtODdiZTk0ZDJlZGY4XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object]",45,6.3,"290,605",tt1464335,movie,N/A,"$148,648,820",Columbia Pictures,N/A,True,,,
The Lost City,2022,PG-13,25 Mar 2022,112 min,"Action, Adventure, Comedy","Aaron Nee, Adam Nee","Oren Uziel, Dana Fox, Adam Nee","Sandra Bullock, Channing Tatum, Daniel Radcliffe",A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"English, Spanish, Latin",United States,3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZjA4YmZjMWItZGNkNS00ODFkLWEwNjUtNGNhMzViZDRmMzgxXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",60,6.1,"173,540",tt13320622,movie,N/A,"$105,344,029",N/A,N/A,True,,,
All Three of Us,2015,N/A,04 Nov 2015,102 min,"Comedy, Drama",Kheiron,Kheiron,"Kheiron, Leïla Bekhti, Gérard Darmon","Hibat Tabib and his wife Feresteh live in a small village in the South of Iran. They are young, full of life, idealistic and militate actively for democracy. They are not afraid to rise against two successive despots, the Shah first, and later on the Ayatollah Khomeini. In 1984, they are forced to flee their country with their son. After a long, difficult and dangerous journey they end up reaching France. They settle down in the Île-de-France region where, after a period of adjustment, they manage to integrate into the French social fabric, particularly by getting involved in the local community.","French, Arabic, German",France,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjM3NTQ2NzQ4Nl5BMl5BanBnXkFtZTgwNTMzNjQyNzE@._V1_SX300.jpg,[object Object],N/A,7.2,"2,766",tt4057632,movie,N/A,N/A,N/A,N/A,True,,,
No Other Choice,2025,R,N/A,139 min,"Comedy, Crime, Drama",Park Chan-wook,"Park Chan-wook, Lee Kyoung-mi, Jahye Lee","Lee Byung-hun, Son Ye-jin, Park Hee-soon","After being unemployed for several years, a man devises a unique plan to secure a new job: eliminate his competition.","Korean, English",South Korea,4 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BMjg3NzY0N2ItZGFlMy00NzAzLTk2NjItMDk2YTU3ZWU0MDA1XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",86,7.9,"3,144",tt1527793,movie,N/A,N/A,N/A,N/A,True,,,
Shaft,2000,R,16 Jun 2000,99 min,"Action, Crime, Thriller",John Singleton,"Ernest Tidyman, John Singleton, Shane Salerno","Samuel L. Jackson, Vanessa Williams, Christian Bale","New York Police Detective John Shaft is the lead detective on a sensitive case, a young black man is severely beaten. The man's companions tell Shaft that their friend humiliated the one who was spouting racial slurs at him. Shaft confronts him and he says he's Walter Wade Jr. , the son of a wealthy man. Shaft finds that he has the ID of a woman who's a waitress at the bar where Wade and the guy who was attacked were. When Wade continues to hurl racist comments, Shaft smacks him. Shaft later learns because of his actions Wade was granted bail and fled. Two years later, Wade returns and Shaft arrests him. At his hearing when the judge grants him bail, that's when Shaft throws his badge at the judge. He then sets out to get Wade by finding the waitress. Wade in the meantime asks a drug dealer named Peoples Hernandez to find the waitress and make sure she doesn't talk.","English, German, Spanish","Germany, United States",2 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BNThjNDFiMmUtYmY1Ni00YzQyLTk5ZDAtMDdiZmM2MGRkYTY2XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",50,6.0,"84,415",tt0162650,movie,N/A,"$70,334,258",N/A,N/A,True,,,
Welcome to Marwen,2018,PG-13,21 Dec 2018,116 min,"Biography, Comedy, Drama",Robert Zemeckis,"Robert Zemeckis, Caroline Thompson","Steve Carell, Falk Hentschel, Matt O'Leary","On April 8, 2000, aspiring artist Mark Hogancamp (Steve Carell) became a victim of a violent assault when five men beat him up and left him for dead. Following the attack, Mark was left with little to no memory of his previous life due to brain damage inflicted by his attackers. In a desperate attempt to regain his memories, Hogancamp constructs a miniature World War II village called Marwen in his yard to help in his recovery. Unfortunately, Mark's demons come back to haunt him when he's asked to testify against the five men that attacked him..","English, German, French, Russian","Japan, United States, China",2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZDAxZmUzYjAtMTRlYy00YjM0LTk5NzktNTAxMzM4NTI2ZWE3XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",40,6.2,"27,228",tt3289724,movie,N/A,"$10,763,520",N/A,N/A,True,,,
The Apartment,1960,Approved,29 Jun 1960,125 min,"Comedy, Drama, Romance",Billy Wilder,"Billy Wilder, I.A.L. Diamond","Jack Lemmon, Shirley MacLaine, Fred MacMurray","As of November 1, 1959, mild mannered C.C. Baxter has been working at Consolidated Life, an insurance company, for close to four years, and is one of close to thirty-two thousand employees located in their Manhattan head office. To distinguish himself from all the other lowly cogs in the company in the hopes of moving up the corporate ladder, he often works late, but only because he can't get into his apartment, located off of Central Park West, since he has provided it to a handful of company executives - Mssrs. Dobisch, Kirkeby, Vanderhoff and Eichelberger - on a rotating basis for their extramarital liaisons in return for a good word to the personnel director, Jeff D. Sheldrake. When Baxter is called into Sheldrake's office for the first time, he learns that it isn't just to be promoted as he expects, but also to add married Sheldrake to the list to who he will lend his apartment. Dobisch, Kirkeby, Vanderhoff and Eichelberger are now feeling neglected as Baxter no longer needs their assistance in moving up.",English,United States,Won 5 Oscars. 25 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNDdhMzVhOWQtNDU2Mi00ZmZmLWJiZDMtY2QxMjhjY2Y1ZTI5XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",94,8.3,"213,420",tt0053604,movie,N/A,"$18,600,000",N/A,N/A,True,,,
Sunset Boulevard,1950,Approved,04 Aug 1950,110 min,"Drama, Film-Noir",Billy Wilder,"Charles Brackett, Billy Wilder, D.M. Marshman Jr.","William Holden, Gloria Swanson, Erich von Stroheim","In Hollywood of the 50's, the obscure screenplay writer Joe Gillis is not able to sell his work to the studios, is full of debts and is thinking in returning to his hometown to work in an office. While trying to escape from his creditors, he has a flat tire and parks his car in a decadent mansion in Sunset Boulevard. He meets the owner and former silent-movie star Norma Desmond, who lives alone with her butler and driver Max Von Mayerling. Norma is demented and believes she will return to the cinema industry, and is protected and isolated from the world by Max, who was her director and husband in the past and still loves her. Norma proposes Joe to move to the mansion and help her in writing a screenplay for her comeback to the cinema, and the small-time writer becomes her lover and gigolo. When Joe falls in love for the young aspirant writer Betty Schaefer, Norma becomes jealous and completely insane and her madness leads to a tragic end.",English,United States,Won 3 Oscars. 21 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",94,8.4,"248,927",tt0043014,movie,N/A,"$299,645",N/A,N/A,True,,,
Some Like It Hot,1959,Approved,19 Mar 1959,121 min,"Comedy, Music, Romance",Billy Wilder,"Billy Wilder, I.A.L. Diamond, Robert Thoeren","Marilyn Monroe, Tony Curtis, Jack Lemmon","After two Chicago musicians, Joe and Jerry, witness the the St. Valentine's Day massacre, they want to get out of town and get away from the gangster responsible, Spats Colombo. They're desperate to get a gig out of town but the only job they know of is in an all-girl band heading to Florida. They show up at the train station as Josephine and Daphne, the replacement saxophone and bass players. They certainly enjoy being around the girls, especially Sugar Kane Kowalczyk who sings and plays the ukulele. Joe in particular sets out to woo her while Jerry/Daphne is wooed by a millionaire, Osgood Fielding III. Mayhem ensues as the two men try to keep their true identities hidden and Spats Colombo and his crew show up for a meeting with several other crime lords.","English, French",United States,Won 1 Oscar. 11 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",98,8.2,"299,712",tt0053291,movie,N/A,N/A,N/A,N/A,True,,,
The Lost Weekend,1945,Approved,01 Jan 1946,101 min,"Drama, Film-Noir",Billy Wilder,"Charles R. Jackson, Charles Brackett, Billy Wilder","Ray Milland, Jane Wyman, Phillip Terry","Don Birnam, long-time alcoholic, has been ""on the wagon"" for ten days and seems to be over the worst; but his craving has just become more insidious. Evading a country weekend planned by his brother Wick and girlfriend Helen, he begins a four-day bender. In flashbacks we see past events, all gone wrong because of the bottle. But this bout looks like being his last...one way or the other.",English,United States,Won 4 Oscars. 18 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_SX300.jpg,"[object Object],[object Object]",N/A,7.9,"41,583",tt0037884,movie,N/A,N/A,N/A,N/A,True,,,
The Taking of Pelham One Two Three,1974,R,02 Oct 1974,104 min,"Action, Crime, Thriller",Joseph Sargent,"John Godey, Peter Stone","Walter Matthau, Robert Shaw, Martin Balsam","Four seemingly-unrelated men board subway train Pelham 1:23 at successive stations. Mr. Blue, Mr. Green, Mr. Grey and Mr. Brown are heavily armed and overpower the motorman and novice conductor to take control of the train. Between stations they separate the front car from the remainder of the train, setting passengers in the back cars and the motorman free. The four demand $1 million ransom within exactly one hour for the remaining eighteen hostages, including the conductor. If their demands are not met in time or their directions are not followed precisely, they will begin to shoot hostages dead, one every minute the money is late. Wisecracking Lt. Zach Garber of the transit police ends up being the primary communicator between the hijackers and the authorities, which includes transit operations, his own police force, the NYPD, and the unpopular and currently flu ridden mayor who will make the ultimate decision of whether to pay the ransom. Unknown to Garber, what may be working on their side is the disparate nature of the four hijackers, including methodical and unbending Blue, trigger happy Grey, and also under the weather Green, who may pass out before the caper has concluded. What Garber does know is that there is a plain clothes NYPD officer among the eighteen hostages. What Garber has to try and figure out is how the four hijackers can possibly get away, as they are in a tunnel and have to remain with the train since it has a dead-man mechanism which requires a motorman at the controls at all times.","English, Spanish",United States,Nominated for 2 BAFTA 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1NDY0NDk3Ml5BMl5BanBnXkFtZTcwMTAzMTM3NA@@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",68,7.6,"39,182",tt0072251,movie,N/A,N/A,N/A,N/A,True,,,
Swingers,1996,R,11 Apr 1997,96 min,"Comedy, Drama",Doug Liman,Jon Favreau,"Vince Vaughn, Heather Graham, Jon Favreau","This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.",English,United States,3 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMWMyNzc3NGEtMzdlMy00OGFjLWIwN2ItYmUxNmVhN2Y0ODYyXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",71,7.2,"90,281",tt0117802,movie,N/A,"$4,555,020",N/A,N/A,True,,,
The Evil Dead,1981,NC-17,15 Apr 1983,85 min,Horror,Sam Raimi,Sam Raimi,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor","Five college students take time off to spend a peaceful vacation in a remote cabin. A book and audio tape is discovered, and its evil is found to be powerful once the incantations are read out loud. The friends find themselves helpless to stop the evil as it takes them one by one, with only one survivor left with the evil dead and desperately tries to fight to live until morning.",English,United States,5 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNWRmZGQyYzgtNjA5OC00NGYzLTlhYWMtNzBhZTFlZGNjYWI2XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",71,7.4,"247,138",tt0083907,movie,N/A,"$2,400,000",N/A,N/A,True,,,
Not Another Teen Movie,2001,R,14 Dec 2001,89 min,"Comedy, Romance",Joel Gallen,"Mike Bender, Adam Jay Epstein, Andrew Jacobson","Chyler Leigh, Jaime Pressly, Chris Evans","At John Hughes High School, the students are the same as just about every other teenager in a teen movie. The popular jock, Jake, takes a bet from Austin, the cocky blonde guy, that he can transform Janey, the pretty ugly girl, into the prom queen before the prom. But two people are trying to stop Jake from succeeding: his evil sister, Catherine, the cruelest girl in school, and Priscilla, the bitchy cheerleader. And all of their friends are the same as any other teen movie: Areola, the naked foreign exchange student, Les, the beautiful weirdo, Malik, the token black guy, the desperate virgins, Amanda Becker, the perfect girl, Ricky, Janey's obsessed best friend, and Sadie, the VERY old undercover reporter.","English, Italian",United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BNjllYzVjNjItYjQ2Ni00OGU4LTlkYjItMDYxOTBlM2YzNDA5XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",32,5.8,"123,556",tt0277371,movie,N/A,"$38,252,284",N/A,N/A,True,,,
Brief History of a Family,2024,N/A,12 Sep 2024,99 min,"Drama, Mystery, Thriller",Jianjie Lin,Jianjie Lin,"Ke-Yu Guo, Muran Lin, Xilun Sun","A middle-class family's fate becomes intertwined with their only son's enigmatic new friend in post one-child policy China, putting unspoken secrets, unmet expectations, and untended emotions under the microscope.","Chinese, Mandarin","China, Denmark, France, Qatar",2 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BNTI2YzBkZTktMmQ1NS00ZTM1LWJiZjktMzA4MDk0YTQ1MTBiXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object]",N/A,6.8,250,tt26749327,movie,N/A,N/A,N/A,N/A,True,,,
River,2015,TV-MA,13 Oct 2015,41S min,"Crime, Drama, Mystery",N/A,Abi Morgan,"Stellan Skarsgård, Nicola Walker, Adeel Akhtar","A hardened, yet psychologically vulnerable, Swedish-born police detective in London struggles to deal with having witnessed the murder of his detective partner. He must come to terms with the loss whilst investigating her murder, helped (and sometimes hindered) by what he calls 'manifests' - the ghosts of both victims and criminals, including the shade of his partner.","English, Arabic, Swedish, Romanian, French",United Kingdom,Nominated for 1 BAFTA Award1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BZmM1N2U0YjQtNTZmMi00ZDkyLTkyZjgtNTFlNzkyZjJjYzQwXkEyXkFqcGc@._V1_SX300.jpg,[object Object],N/A,7.9,"28,673",tt4258440,series,,,,,True,,,1
War 2,2025,TV-MA,14 Aug 2025,170 min,"Action, Adventure, Thriller",Ayan Mukerji,"Aditya Chopra, Shridhar Raghavan, Abbas Tyrewala","Hrithik Roshan, N.T. Rama Rao Jr., Kiara Advani","Working as a mercenary, Kabir accepts a high-risk mission for a criminal network. But soon, his task pits him against his unflinching former ally.","Hindi, Telugu, Tamil",India,N/A,https://m.media-amazon.com/images/M/MV5BY2U0MGFkNzctOGI5OC00MzhhLWExYTctZjE5YjY3MzcwYjMzXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object]",N/A,5.3,"32,395",tt27425164,movie,N/A,"$3,087,065",N/A,N/A,True,,,
Batman Ninja,2018,PG-13,24 Apr 2018,85 min,"Animation, Action, Sci-Fi",Junpei Mizusaki,"Kazuki Nakashima, Leo Chu, Eric Garcia","Kôichi Yamadera, Wataru Takagi, Ai Kakuma","Batman Ninja takes a journey across the ages as Gorilla Grodd's time displacement machine transports many of Batman's worst enemies to feudal Japan - along with the Dark Knight and a few of his allies. The villains take over the forms of the feudal lords that rule the divided land, with the Joker taking the lead among the warring factions. As his traditional high-tech weaponry is exhausted almost immediately, Batman must rely on his intellect and his allies - including Catwoman and the extended Bat-family - to restore order to the land, and return to present-day Gotham City.","Japanese, English","Japan, United States",2 nominations total,https://m.media-amazon.com/images/M/MV5BNjdhMGVhMjEtNzgyZC00ZGNiLWFkN2QtNjdmNTg2MzVjOTMwXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object]",N/A,5.6,"23,563",tt7451284,movie,N/A,N/A,N/A,N/A,True,,,
Ghost Stories for Christmas,2000,N/A,23 Dec 2000,30 min,"Drama, Fantasy, Horror",N/A,N/A,"Christopher Lee, Peter White, Matthew Wheatley","Horror legend Christopher Lee hosts and narrates a series of four half hour ghost stories all based on stories by M.R. James. 'The Stalls of Barchester', 'The Ash Tree', 'Number 13' and 'A Warning to the Curious' are the tales told.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMjM4NDg5MzQ3Nl5BMl5BanBnXkFtZTgwODg0MDA1NjE@._V1_SX300.jpg,[object Object],N/A,7.9,269,tt0270769,series,,,,,True,,,1
House,2004–2012,TV-14,16 Nov 2004,44 min,Drama,N/A,David Shore,"Hugh Laurie, Robert Sean Leonard, Omar Epps","The series follows the life of anti-social, pain killer addict, witty and arrogant medical doctor Gregory House (Hugh Laurie) with only half a muscle in his right leg. He and his team of medical doctors try to cure complex and rare diseases from very ill ordinary people in the United States of America.",English,United States,Won 5 Primetime Emmys. 58 wins & 140 nominations total,https://m.media-amazon.com/images/M/MV5BMjgxYjAwNmMtYTAwZC00YmQxLWJlOTMtMWM0NGJmNDE0YmI2XkEyXkFqcGc@._V1_SX300.jpg,[object Object],N/A,8.7,"577,883",tt0412142,series,,,,,True,,,8
Hobo with a Shotgun,2011,Not Rated,12 May 2011,86 min,"Action, Adventure, Comedy",Jason Eisener,John Davies,"Rutger Hauer, Pasha Ebrahimi, Robb Wells","A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes, and even a pedophile Santa, the Hobo (Rutger Hauer) goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.",English,Canada,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTcxMDkxNTMwNl5BMl5BanBnXkFtZTcwMzc5MjUzNA@@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",55,6.1,"50,063",tt1640459,movie,N/A,"$703,372",N/A,N/A,True,,,
Animal Farm,1954,Approved,19 Jun 1959,72 min,"Animation, Drama","Joy Batchelor, John Halas","George Orwell, Lothar Wolff, Borden Mace","Gordon Heath, Maurice Denham, Gilles Cheslton","Britain's second animated feature, which, despite the title and Disney-esque animal animation, is in fact a no-holds-barred adaptation of George Orwell's classic satire on Stalinism, with the animals taking over their farm by means of a revolutionary coup, but then discovering that although all animals are supposed to be equal, some are more equal than others...",English,"United Kingdom, United States",Nominated for 1 BAFTA Award1 nomination total,https://m.media-amazon.com/images/M/MV5BYjdlMTcxODktNDBhNS00MjRiLThkNTMtZGJjOTU0Zjc5NjUzXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object]",N/A,7.2,"20,700",tt0047834,movie,N/A,N/A,N/A,N/A,True,,,
Big Stan,2007,,,,,,,,,,,,,,,,,,,,,,,,2025-08-30,https://boxd.it/1QGY,
The Tattoo,1968,N/A,18 Sep 1968,90 min,Comedy,Denys de La Patellière,"Alphonse Boudard, Pascal Jardin","Jean Gabin, Louis de Funès, Paul Mercey","An art dealer wants to buy a Modigliani, which is tattooed on the back of an old soldier.",French,"France, Italy",N/A,https://m.media-amazon.com/images/M/MV5BNmRkOWFhMmItMzdmYi00NzRmLTkxYmQtMjQ4NmYxODg3MTFjXkEyXkFqcGc@._V1_SX300.jpg,[object Object],N/A,6.5,"3,643",tt0063674,movie,N/A,N/A,N/A,N/A,True,,,
The Restaurant,2017–2020,TV-14,01 Oct 2017,60 min,Drama,N/A,"Ulf Kvensler, Malin Nevander, Johan Rosenlind","Hedda Stiernstedt, Charlie Gustafsson, Anna Bjelkerud","In May 1945, peace is proclaimed all over Europe. The Löwander family runs their old fashioned restaurant in Stockholm, but the small amount of patrons worries them. The eldest son, Gustaf, is willing to resort to unconventional methods to solve their problems. His brother Peter is suspicious of him and represents an even bigger threat. Meanwhile, their naive little sister Nina runs into a stranger who she shares an impulsive kiss with, a kiss that will have long-lasting consequences. Calle Svensson makes an attempt to become one of DK's scullions to provide for his family, but his grumpy old boss is not making it easy for him. Margareta, who is working as a waitress, is struggling to get back custody of her three-year-old son while at the same time a forbidden love makes her position even more precarious.",Swedish,Sweden,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZmZhODRiOTMtMGVlNi00YThkLThiZDEtNzczNmFlMTlmNzY2XkEyXkFqcGc@._V1_SX300.jpg,[object Object],N/A,8.2,"5,941",tt5603140,series,,,,,True,,,4
Warfare,2025,R,11 Apr 2025,95 min,"Action, Drama, War","Alex Garland, Ray Mendoza","Ray Mendoza, Alex Garland","D'Pharaoh Woon-A-Tai, Will Poulter, Cosmo Jarvis","A platoon of Navy SEALs embark on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.",English,"United States, United Kingdom",3 nominations total,https://m.media-amazon.com/images/M/MV5BYzEyYjE1NmEtOTFmNy00ZmQxLThlYzctOGRjNmQ0N2VjMmNmXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",78,7.2,"88,939",tt31434639,movie,N/A,"$26,000,309",N/A,N/A,True,,,
